compound,vol_pfu_pred,vol_pfu_std,gap_pred,gap_std,delta_H_pred,delta_H_std
PTc__s9,34.408488156094464,10.721634498447653,1.9937744728582372,1.8169377611545179,-0.992919276,3.6539022649075616
PTc__s10,34.43795087434843,10.703748723638558,2.0210944728582367,1.8325023496971435,-1.019752609,3.5932302179570605
PRu__s1,34.24567012557601,10.198937243251835,1.6231382237637249,1.468096001596633,-0.570745861,3.4154135402120107
PRu__s2,34.47747556414355,9.812401257642184,1.5406359460105181,1.4101465380788727,-0.67021975,3.478457852263671
PRu__s3,35.64663492205792,10.585130306215119,1.8743398385575498,1.585992728346271,-0.713042982,3.589341396819042
PRu__s4,35.42764262044521,10.16741900614959,1.7006586164120123,1.4692666002172146,-0.711390824,3.526537538112697
PRu__s5,34.72748995808294,10.07953543,1.6528910767294727,1.4734929633029827,-0.649683638,3.4708500729375094
PRu__s6,34.78970245808294,9.935410725228843,1.6571327433961391,1.4760919035411402,-0.690375305,3.4870361365777325
PRu__s7,34.92368162474961,10.252041468049319,1.6480144100628058,1.4807777794098598,-0.686458638,3.4859312769203012
PRu__s8,34.88073940252739,10.35482587575786,1.6784420169004128,1.4843680191338213,-0.677370675,3.5125877825561562
PRu__s9,34.80448162474961,10.042979205491921,1.6527044100628059,1.4775446876696963,-0.692641972,3.486918149116497
PRu__s10,34.887051485860724,10.108834311693053,1.6515327433961393,1.4796588292888364,-0.696741972,3.478837263
PRh__s1,34.11160769727133,10.615534606668575,1.5628144980010028,1.4288151344212552,-0.514471135,2.990678084146921
PRh__s2,34.42024301,10.300404578198725,1.4989443474527424,1.3692552923220749,-0.602571135,3.073841971407771
PRh__s3,35.67442688408244,10.988809006021743,1.8464426666161655,1.5611987902888502,-0.681636034,3.1359073817487393
PRh__s4,35.579305099545245,10.804478011290636,1.6448249024696209,1.4367960950589918,-0.65015409,3.139844322
PRh__s5,34.57059240566479,10.545457712505879,1.603785537390256,1.4483890099135368,-0.592710024,3.0642653909000246
PRh__s6,34.69688657233146,10.384436748394904,1.6056962516759703,1.4510513568777608,-0.620610024,3.059184274
PRh__s7,34.84079907233146,10.695926583733577,1.5931779183426371,1.4557522812215706,-0.61102669,3.050600737
PRh__s8,34.76067018344256,10.785285194309859,1.6272566362913548,1.4627950562940142,-0.603388727,3.0897982513696967
PRh__s9,34.70006573899813,10.49237033,1.5973679183426368,1.4564100820943584,-0.617543357,3.0607881490866093
PRh__s10,34.86532846,10.598493699934568,1.6147962516759704,1.4638860330556978,-0.624390976,3.057919052173887
