Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,structure_encoded
0.835,3489.5,2121.5,6.485,123.15,1.46,613.95,73.0,14.675,2.4,0.225,75.65,9.200000000000001,23.545,391.015,1.665,52.0,5.5,4.5,4.5,0.4900000000000001,2845.0,1549.0,7.470000000000001,54.420000000000016,0.32000000000000006,141.89999999999998,46.0,10.549999999999999,4.8,0.04999999999999999,124.7,16.2,24.91,398.77,0.9900000000000002,20,1,3,3,1
1.085,3023.5,1515.04,7.484999999999999,98.39,1.48,673.5,62.85,15.05,15.1,0.265,223.1,32.35,14.225,321.96500000000003,1.575,43.0,5.0,7.0,2.0,0.1299999999999999,1175.0,559.9200000000001,6.03,18.960000000000008,0.28,115.0,125.7,9.5,7.599999999999998,0.06999999999999998,411.8,61.1,5.849999999999998,142.67000000000002,0.71,8,0,8,2,1
0.635,4857.5,2731.0,15.585,142.565,1.3050000000000002,772.0,123.0,9.704999999999998,6.85,0.2,100.35,13.95,26.63,626.84,1.9000000000000001,59.0,5.5,7.0,4.5,0.010000000000000009,315.0,22.0,14.030000000000001,99.31,0.07000000000000006,216.0,54.0,2.33,0.8999999999999995,0.14,93.3,14.700000000000001,0.5399999999999991,126.51999999999998,0.6000000000000001,36,1,4,1,1
0.945,1808.0,963.905,8.815,86.63,1.295,818.7,62.85,9.75,24.549999999999997,0.31,272.5,39.9,9.34,182.965,1.79,38.5,4.5,11.5,1.5,0.4099999999999999,1256.0,542.3499999999999,3.37,42.480000000000004,0.09000000000000008,175.39999999999998,125.7,1.1000000000000014,11.3,0.16,313.0,46.0,3.920000000000001,135.32999999999998,0.28,17,1,1,1,1
0.585,4475.0,2731.5,14.355,120.57,1.24,745.0,80.0,8.635,6.75,0.31,59.15,8.15,26.045,537.15,1.915,49.5,5.0,6.5,4.5,0.08999999999999997,1650.0,1137.0,16.490000000000002,139.26,0.040000000000000036,190.0,60.0,0.28999999999999915,3.3000000000000007,0.36,56.89999999999999,8.3,6.489999999999998,180.90000000000003,0.5700000000000003,53,2,3,1,1
1.49,743.925,318.475,2.045,51.445,1.3399999999999999,817.85,188.65,24.65,35.5,0.73,70.56,10.05,3.9450000000000003,56.365,1.945,23.0,3.5,9.0,1.0,0.94,824.15,105.05000000000001,2.1500000000000004,56.91000000000001,0.40000000000000013,644.1000000000001,271.90000000000003,1.9000000000000021,71.0,1.0,140.88,20.1,2.69,83.29,2.03,24,1,16,0,1
0.905,4400.0,2464.5,15.415000000000001,174.565,1.425,702.0,80.0,13.844999999999999,7.25,0.155,49.349999999999994,6.6000000000000005,20.045,461.3,1.7000000000000002,70.5,6.0,5.5,3.5,0.5499999999999999,1800.0,1671.0,14.370000000000001,31.269999999999982,0.33000000000000007,276.0,60.0,10.709999999999999,4.300000000000001,0.04999999999999999,76.5,11.4,18.49,332.6,1.0000000000000002,11,0,5,1,1
1.24,1260.5,644.3149999999999,6.1,63.435,1.03,1206.0,226.85,11.45,909.45,0.525,214.515,37.45,5.78,126.95,2.955,28.0,3.5,14.0,1.0,0.18000000000000016,2351.0,1181.53,8.8,88.87,0.6200000000000001,950.0,202.3,2.299999999999999,1781.1,0.59,428.97,50.9,11.040000000000001,247.35999999999999,2.05,38,3,6,0,1
0.5800000000000001,3064.0,1232.96,6.01,60.33,1.24,614.4,39.5,10.29,14.05,0.43,35.65,2.9,14.195,351.38,1.72,27.0,4.0,9.0,4.0,0.07999999999999996,1172.0,1860.08,0.20000000000000018,18.78,0.040000000000000036,71.20000000000005,21.0,3.0200000000000014,11.299999999999999,0.12,9.900000000000002,2.2,17.21,190.64,0.18000000000000016,8,0,8,2,1
0.9400000000000001,2208.5,888.39,5.029999999999999,132.59,1.53,550.65,39.5,17.825,16.05,0.21500000000000002,47.449999999999996,2.25,7.175,208.985,1.475,55.5,5.5,8.0,3.0,0.28,283.0,917.22,4.56,35.54000000000002,0.18000000000000016,15.299999999999955,21.0,4.25,32.1,0.03,68.3,2.3,7.83,34.71000000000001,0.6100000000000001,13,1,10,0,1
0.9,2320.0,1225.8,7.1000000000000005,107.715,1.51,646.2,84.15,18.0,28.75,0.28500000000000003,207.45,30.900000000000002,11.8,238.115,1.5499999999999998,46.0,5.0,7.0,2.5,0.3400000000000001,1040.0,261.5999999999999,3.7200000000000006,88.50999999999999,0.6800000000000002,198.39999999999998,68.3,21.799999999999997,24.5,0.21000000000000002,387.1,59.6,2.6799999999999997,124.77000000000001,0.7,34,2,8,1,1
0.715,2003.0,1213.79,12.540000000000001,135.945,1.27,918.55,149.87,11.649999999999999,14.8,0.23,183.5,26.299999999999997,20.03,178.415,2.35,56.0,5.0,13.0,3.0,0.27,2254.0,247.57999999999993,13.52,122.05,0.14000000000000012,56.89999999999998,145.74,2.9000000000000004,1.200000000000001,0.2,267.0,45.0,15.34,292.03000000000003,0.3799999999999999,46,2,4,0,1
0.56,4009.5,2053.75,7.7700000000000005,84.275,1.26,723.5,108.0,11.5,5.25,0.28500000000000003,98.95,8.65,33.9,462.35,2.085,37.0,4.5,10.0,5.0,0.05999999999999994,1805.0,1684.5,4.9,23.33,0.08000000000000007,77.20000000000005,24.0,4.199999999999999,0.9000000000000004,0.07,78.1,17.3,4.199999999999999,256.09999999999997,0.15000000000000036,10,1,8,2,1
0.865,1656.0,1162.54,8.14,91.39500000000001,1.27,839.0,101.35,11.7,17.15,0.28,239.5,33.35,19.5,141.515,2.045,40.0,4.5,13.0,2.0,0.57,1560.0,145.07999999999993,4.72,32.95,0.14000000000000012,216.0,48.7,2.799999999999999,3.4999999999999982,0.1,379.0,59.1,16.4,218.23,0.2300000000000002,14,1,4,2,1
1.29,1638.425,1197.975,5.155,65.95,1.16,896.35,194.3,16.415,2.45,0.34,46.910000000000004,3.95,12.645,177.11,2.31,29.5,4.0,11.5,2.0,1.3399999999999999,2613.15,1864.05,4.07,27.900000000000006,0.040000000000000036,487.10000000000014,260.6,18.37,4.9,0.22,93.58,7.9,14.71,324.78,1.3,11,0,11,2,1
0.645,2735.0,1684.0,5.44,95.295,1.35,679.2,91.8,15.55,6.1,0.435,79.35,0.55,30.630000000000003,294.5,1.56,40.0,4.5,8.5,3.5,0.77,210.0,2.0,6.220000000000001,134.41,0.48,214.39999999999998,83.6,6.9,7.0,0.5299999999999999,137.3,1.1,39.14,129.0,0.6799999999999999,52,3,11,1,1
