Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
0.585,4418.5,2252.25,10.985,126.78,1.28,761.55,90.0,12.25,6.0,0.23,58.7,4.05,33.9,535.65,1.755,52.5,5.0,9.5,4.5,0.055,1311.5,1040.75,5.665,54.17,0.06,0.55,30.0,1.35,0.3,0.09,1.2,4.05,2.1,201.35,0.255,20.5,1.0,4.5,0.5,False,False,False,False,False,False,True,False,False,False
0.745,2227.5,905.15,4.745,35.2,1.2,632.8,89.05,10.1,31.25,1.985,242.85,36.2,8.07,223.8,1.44,16.0,3.0,6.0,1.5,0.015,612.5,451.45,4.215,28.26,0.03,112.6,29.25,3.0,14.75,1.595,158.15,24.5,5.07,76.7,0.46,13.0,1.0,5.0,0.5,False,False,False,False,False,False,True,False,False,False
0.805,2250.5,1273.86,9.12,117.01,1.32,837.1,125.075,14.7,15.3,0.22,37.075,5.0,17.115,221.965,2.15,49.0,5.0,13.0,3.0,0.165,989.5,551.14,2.88,10.59,0.04,32.1,65.075,5.8,3.5,0.02,34.725,5.0,0.375,171.335,0.05,3.0,0.0,3.0,1.0,False,False,False,False,False,False,True,False,False,False
1.14,1405.5,706.5,1.755,55.305,1.725,522.65,-57.65,28.7,46.75,0.765,72.265,12.55,5.4,117.455,0.94,24.5,4.0,1.5,1.5,0.12,249.5,335.5,0.785,32.315,0.185,26.85,110.35,5.0,24.25,0.465,68.735,7.55,2.8,19.445,0.01,13.5,1.0,0.5,0.5,False,False,False,False,False,False,True,False,False,False
0.935,2660.5,1281.0,2.72,73.17,1.44,701.15,-146.0,22.12,15.95,1.01,109.2,13.9,9.86,218.6,1.23,30.0,4.0,2.0,2.0,0.485,582.5,279.0,0.87,64.16,0.54,198.25,94.0,17.12,4.65,0.81,90.8,11.1,1.85,78.4,0.34,26.0,2.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False
1.69,1204.925,633.975,3.355,108.615,1.56,821.4,136.3,32.42,10.3,0.215,9.26,1.4,6.65,77.46,1.925,45.5,5.0,9.5,1.5,0.27,873.075,368.025,0.235,28.715,0.42,318.5,188.3,6.82,10.3,0.015,9.14,1.4,1.36,62.74,1.035,10.5,1.0,7.5,0.5,False,False,False,False,False,False,True,False,False,False
0.675,3386.0,1899.955,8.455,108.85,1.35,759.3,98.5,13.815,7.9,0.23,81.15,9.95,27.915,329.185,2.105,46.5,5.0,10.5,4.5,0.085,1526.0,996.045,1.765,12.91,0.05,74.4,2.5,4.415,3.1,0.02,56.85,7.35,8.085,261.215,0.055,4.5,0.0,4.5,1.5,False,False,False,False,False,False,True,False,False,False
0.735,2108.91,1010.6,5.15,95.5,1.305,781.79,125.21,17.35,39.7,0.445,5.685,0.45,6.265,152.5,1.89,40.5,4.5,9.5,4.5,0.445,1391.09,618.4,3.08,63.43,0.285,217.79,75.21,1.85,30.3,0.265,5.415,0.45,4.535,142.5,0.69,24.5,1.5,6.5,1.5,False,False,False,False,False,False,True,False,False,False
0.89,4662.5,2662.0,13.765,171.39,1.445,667.0,55.0,14.365,6.95,0.155,92.55,9.55,23.1,358.79,1.78,69.5,6.0,4.5,4.5,0.29,1162.5,1033.0,5.535,12.46,0.145,103.0,5.0,4.835,2.45,0.025,81.45,8.65,12.3,63.79,0.58,4.5,0.0,1.5,1.5,False,False,False,False,False,False,True,False,False,False
1.195,557.59,631.085,4.495,55.185,1.095,1099.05,212.9,15.0,7.7,0.405,25.005,1.9,15.455,21.3,2.66,25.0,3.5,16.0,2.0,0.615,318.41,458.915,1.285,19.735,0.105,152.05,135.9,1.9,7.7,0.075,24.995,1.9,12.245,11.1,0.5,8.0,0.5,1.0,1.0,False,False,False,False,False,False,True,False,False,False
0.565,4281.0,2529.5,8.165,73.44,1.26,667.45,73.0,9.09,6.6,0.37,84.35,10.65,29.4,518.55,1.895,32.5,4.5,5.5,5.5,0.025,631.0,366.5,2.055,22.5,0.04,17.45,23.0,0.31,1.8,0.12,53.65,6.65,6.6,71.85,0.265,9.5,0.5,0.5,0.5,False,False,False,False,False,False,True,False,False,False
0.71,3377.5,2433.5,2.4,49.815,1.34,817.95,-22.85,19.14,11.75,0.505,2.615,2.535,56.6,425.95,1.75,22.0,3.5,8.0,3.0,0.55,1722.5,1391.5,0.14,37.805,0.57,268.45,145.15,14.56,10.75,0.205,0.915,2.465,48.4,289.05,0.8,16.0,1.5,6.0,1.0,False,False,False,False,False,False,True,False,False,False
0.65,1128.0,1006.0,3.76,49.61,1.28,842.35,-76.5,13.535,20.1,0.675,103.0,13.1,18.325,80.0,1.735,22.5,3.5,8.5,2.5,0.07,252.0,84.0,2.02,25.31,0.08,104.65,153.5,0.435,4.7,0.345,53.0,9.3,9.375,47.6,0.425,10.5,0.5,6.5,0.5,False,False,False,False,False,False,True,False,False,False
1.25,1251.0,714.4,3.915,106.07,1.865,510.9,49.18,35.125,53.55,0.455,68.7,10.05,5.015,102.45,0.96,44.5,5.0,2.0,2.0,0.26,218.0,377.6,3.055,66.97,0.165,92.1,0.82,10.335,28.45,0.305,33.8,6.35,2.685,25.55,0.14,25.5,1.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False
1.08,2536.5,1205.0,6.23,148.485,1.74,541.0,50.0,25.645,20.5,0.185,15.9,1.55,9.08,232.865,1.165,62.0,6.0,3.0,3.0,0.01,736.5,110.0,0.99,3.485,0.11,6.0,0.0,3.255,20.5,0.005,2.0,0.45,1.38,57.135,0.035,1.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False
0.79,2410.5,1328.86,5.39,87.74,1.34,763.6,105.075,15.57,13.7,0.36,12.125,1.3,18.045,237.915,1.82,37.0,4.5,10.0,4.0,0.18,1149.5,606.14,0.85,39.86,0.02,105.6,85.075,4.93,5.1,0.16,9.775,1.3,0.555,187.285,0.28,15.0,0.5,6.0,0.0,False,False,False,False,False,False,True,False,False,False
0.84,4092.5,2105.5,8.72,120.47,1.465,609.95,73.0,15.895,2.4,0.22,77.95,9.65,21.85,440.2,1.645,51.5,5.5,4.5,4.5,0.25,819.5,790.5,1.5,24.53,0.165,74.95,23.0,6.495,2.4,0.03,60.05,7.65,14.15,150.2,0.515,9.5,0.5,1.5,1.5,False,False,False,False,False,False,True,False,False,False
0.93,2656.0,870.1,8.905,113.29,1.375,719.8,123.35,13.3,20.45,0.23,247.8,35.8,9.25,270.5,1.945,48.5,5.0,12.5,2.5,0.22,220.0,364.98,1.595,5.42,0.035,11.2,2.35,3.0,1.55,0.0,181.2,27.1,2.05,19.87,0.015,1.5,0.0,1.5,1.5,False,False,False,False,False,False,True,False,False,False
0.835,1996.0,1315.0,4.495,47.51,1.455,653.6,-78.0,16.645,22.0,0.565,103.91,15.9,11.585,187.205,1.275,22.5,4.0,4.5,3.0,0.165,239.0,203.0,2.945,7.43,0.285,63.8,78.0,9.255,0.3,0.085,96.09,15.4,3.055,32.535,0.275,2.5,0.0,2.5,1.0,False,False,False,False,False,False,True,False,False,False
0.39,3649.0,2086.5,5.105,33.33,0.995,779.95,25.5,5.85,8.25,0.74,53.6,5.6,18.2,428.65,1.935,15.5,3.0,10.5,3.0,0.16,626.0,278.5,2.765,22.52,0.175,20.65,1.5,1.25,3.55,0.29,26.6,5.6,4.4,79.15,0.105,10.5,1.0,2.5,0.0,False,False,False,False,False,False,True,False,False,False
0.8,3073.0,1119.46,7.875,122.345,1.41,551.4,39.5,14.79,13.95,0.26,28.5,1.65,12.095,305.53,1.54,51.0,5.0,8.0,3.0,0.18,595.0,816.54,1.965,52.625,0.15,27.4,10.5,2.99,5.75,0.11,12.1,0.15,6.505,49.47,0.27,20.0,1.0,5.0,0.0,False,False,False,False,False,False,True,False,False,False
0.785,2995.5,1777.5,8.335,110.39,1.375,670.15,37.0,12.9,10.8,0.31,48.2,6.15,15.475,300.27,1.53,46.5,5.0,5.5,3.0,0.235,27.5,30.5,0.465,54.54,0.205,89.15,13.0,5.8,1.0,0.14,32.0,5.05,1.675,49.23,0.3,20.5,1.0,2.5,0.0,False,False,False,False,False,False,True,False,False,False
0.63,1409.0,698.955,5.74,100.36,1.28,887.3,147.98,17.34,28.0,0.265,13.17,5.3,12.685,47.145,2.3,42.5,4.5,15.5,3.5,0.13,451.0,204.955,0.95,21.4,0.12,53.6,46.98,0.89,17.0,0.055,11.13,2.7,7.145,20.825,0.25,8.5,0.5,0.5,0.5,False,False,False,False,False,False,True,False,False,False
1.01,1653.0,818.295,8.36,191.01,1.58,653.15,80.0,23.045,19.25,0.135,21.385,2.3,9.35,153.5,1.56,76.5,6.0,9.0,3.0,0.02,184.0,273.705,1.39,17.97,0.12,50.15,30.0,1.745,5.85,0.015,13.515,1.4,1.65,25.5,0.46,6.5,0.0,6.0,0.0,False,False,False,False,False,False,True,False,False,False
0.66,3602.5,2308.5,10.52,104.075,1.33,753.85,-85.0,11.75,14.65,0.575,165.0,20.3,22.175,275.09,1.835,43.0,4.5,4.0,4.0,0.06,2222.5,1386.5,8.78,79.775,0.03,16.15,145.0,2.22,10.15,0.445,9.0,2.1,13.225,147.49,0.525,31.0,1.5,2.0,2.0,False,False,False,False,False,False,True,False,False,False
0.69,2280.0,1291.85,3.86,29.47,1.205,586.5,61.9,10.165,25.45,2.015,89.2,9.8,11.5,243.3,1.32,13.5,3.0,3.5,2.0,0.07,665.0,838.15,3.33,22.53,0.025,66.3,2.1,2.935,20.55,1.565,4.5,1.9,8.5,96.2,0.34,10.5,1.0,2.5,1.0,False,False,False,False,False,False,True,False,False,False
1.23,1036.5,465.53,4.755,75.755,1.72,643.25,24.18,29.28,56.4,0.495,99.65,15.55,4.2,88.385,1.255,33.5,4.5,6.5,1.5,0.28,3.5,128.73,3.895,36.655,0.31,224.45,24.18,16.18,25.6,0.265,2.85,0.85,1.87,11.485,0.435,14.5,0.5,5.5,0.5,False,False,False,False,False,False,True,False,False,False
1.48,1158.75,645.305,5.81,124.33,1.365,921.05,198.15,21.985,49.0,0.175,12.375,1.3,13.795,44.435,2.355,52.0,5.0,16.0,2.0,0.72,701.25,258.605,0.88,2.57,0.035,87.35,97.15,3.755,38.0,0.035,11.925,1.3,6.035,23.535,0.305,1.0,0.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False
1.275,2379.67,1095.575,3.88,52.615,1.1,1031.15,21.5,15.7,122.85,0.66,11.365,1.15,10.68,296.645,2.185,23.5,3.5,9.5,3.5,0.435,2302.33,1032.425,2.63,38.605,0.35,371.15,28.5,1.6,117.15,0.38,11.335,1.15,10.32,293.855,0.855,16.5,1.5,5.5,0.5,False,False,False,False,False,False,True,False,False,False
0.555,1991.5,1150.75,5.55,73.765,1.21,854.55,98.5,13.35,10.55,0.325,54.95,1.9,29.75,183.35,2.085,32.5,4.0,14.5,3.5,0.025,1115.5,60.75,0.23,1.155,0.01,92.45,21.5,0.25,4.85,0.005,4.95,1.9,2.05,150.95,0.075,0.5,0.0,0.5,0.5,False,False,False,False,False,False,True,False,False,False
0.99,3404.0,1869.0,9.455,171.115,1.565,556.5,50.0,18.09,8.8,0.16,15.35,1.35,17.875,323.94,1.255,69.5,6.0,3.0,3.0,0.01,264.0,67.0,0.385,3.855,0.005,32.5,0.0,0.31,0.6,0.01,1.05,0.15,0.725,31.06,0.015,1.5,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False
1.085,1532.94,734.695,12.025,154.23,1.415,869.0,62.85,12.56,33.95,0.185,218.67,31.95,6.795,154.965,1.965,63.5,5.5,11.5,1.5,0.065,903.06,500.385,1.525,46.36,0.075,138.0,62.85,2.26,15.05,0.045,210.33,30.95,4.505,95.665,0.035,16.5,0.5,0.5,0.5,False,False,False,False,False,False,True,False,False,False
1.035,2350.5,978.0,4.435,90.12,1.575,543.9,51.35,21.8,34.5,0.735,75.8,10.45,9.04,204.86,1.065,37.5,4.5,2.0,2.0,0.015,1194.5,607.0,3.465,67.13,0.035,48.1,1.35,1.9,36.5,0.495,65.2,9.65,6.44,106.85,0.135,26.5,1.5,1.0,1.0,False,False,False,False,False,False,True,False,False,False
0.545,3752.5,2093.5,7.82,103.29,1.275,714.2,66.8,12.85,4.25,0.42,85.5,1.7,35.98,510.035,1.6,43.0,4.5,9.0,4.0,0.285,1122.5,410.5,5.49,75.2,0.165,72.2,66.8,0.75,1.65,0.28,62.5,1.7,14.22,151.035,0.3,29.0,1.5,5.0,0.0,False,False,False,False,False,False,True,False,False,False
0.825,2628.0,1206.55,11.21,109.035,1.42,682.9,129.0,16.4,39.9,0.68,106.3,14.75,11.13,304.23,1.605,44.5,4.5,5.5,2.5,0.195,1472.0,835.55,10.24,86.045,0.12,187.1,76.3,7.3,31.1,0.55,34.7,5.35,8.53,206.22,0.675,33.5,1.5,4.5,1.5,False,False,False,False,False,False,True,False,False,False
0.68,1829.0,497.825,6.52,67.555,1.255,742.6,14.5,10.5,24.95,0.38,78.3,9.35,6.485,185.68,1.73,30.5,4.0,12.5,2.5,0.06,649.0,194.905,0.61,2.165,0.005,163.8,14.5,1.3,5.25,0.01,37.7,7.55,0.895,70.38,0.08,0.5,0.0,0.5,0.5,False,False,False,False,False,False,True,False,False,False
0.345,4103.5,2518.25,3.79,42.31,0.995,924.25,121.15,9.09,3.35,0.515,30.8,0.035,68.4,524.65,2.28,19.0,3.0,14.0,4.0,0.185,996.5,1306.75,1.53,30.3,0.225,162.15,1.15,4.51,2.35,0.195,29.1,0.035,36.6,190.35,0.27,13.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False
1.41,1084.095,528.4,2.51,76.665,1.355,908.4,44.55,26.62,400.3,0.56,9.335,1.4,4.115,71.805,2.165,32.0,4.0,9.0,2.0,0.01,993.905,473.6,1.08,60.665,0.625,405.5,96.55,12.62,379.7,0.36,9.065,1.4,3.895,68.395,1.275,24.0,2.0,7.0,0.0,False,False,False,False,False,False,True,False,False,False
1.125,1408.67,498.325,1.975,20.495,0.965,989.95,19.0,13.65,131.55,0.97,118.515,18.85,5.53,146.795,2.325,10.0,2.5,14.0,3.0,0.585,1331.33,435.175,0.725,6.485,0.215,412.35,26.0,3.65,108.45,0.07,118.485,18.85,5.17,144.005,0.715,3.0,0.5,1.0,0.0,False,False,False,False,False,False,True,False,False,False
0.83,1958.0,549.69,7.98,115.56,1.41,788.15,60.5,14.7,26.4,0.23,81.7,11.7,6.635,195.12,1.825,49.0,5.0,13.0,3.0,0.12,918.0,44.57,0.67,3.15,0.0,79.55,60.5,1.6,4.4,0.0,15.1,3.0,0.565,95.25,0.135,1.0,0.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False
1.175,1803.0,740.455,9.27,163.07,1.44,711.5,65.5,17.715,20.45,0.17,35.2,4.1,12.05,115.03,2.045,66.0,5.5,14.0,2.0,0.415,57.0,163.455,2.58,41.31,0.04,122.2,35.5,0.515,9.45,0.04,10.9,1.5,7.78,47.06,0.005,15.0,0.5,1.0,1.0,False,False,False,False,False,False,True,False,False,False
0.515,948.91,542.465,4.6,48.73,1.135,952.99,100.21,12.35,50.1,0.55,58.135,8.45,4.555,62.65,2.115,23.0,3.5,14.0,4.0,0.225,231.09,150.265,2.53,16.66,0.115,46.59,100.21,3.15,19.9,0.16,57.865,8.45,2.825,52.65,0.465,7.0,0.5,2.0,2.0,False,False,False,False,False,False,True,False,False,False
0.69,1613.0,759.89,6.545,94.87,1.32,752.65,53.0,14.4,23.75,0.28,65.8,3.6,15.48,129.37,1.97,41.0,4.5,14.0,3.0,0.11,737.0,330.11,0.765,19.95,0.12,194.35,24.0,1.3,8.35,0.05,15.8,0.2,12.22,96.97,0.19,8.0,0.5,1.0,0.0,False,False,False,False,False,False,True,False,False,False
1.2,923.595,583.4,1.49,28.04,1.235,951.85,-7.45,19.95,401.15,0.785,100.135,15.65,4.375,79.04,2.22,14.0,3.0,9.0,2.0,0.2,833.405,528.6,0.06,12.04,0.505,362.05,148.55,5.95,378.85,0.135,99.865,15.65,4.155,75.63,1.22,6.0,1.0,7.0,0.0,False,False,False,False,False,False,True,False,False,False
0.79,2985.0,1347.09,14.13,130.215,1.255,817.75,170.52,8.65,15.35,0.26,359.0,54.75,12.75,312.465,2.22,54.0,5.0,11.0,2.5,0.06,145.0,9.51,5.17,66.755,0.085,72.35,52.22,1.55,1.15,0.13,42.0,5.95,0.39,11.965,0.32,25.0,1.0,0.0,0.5,False,False,False,False,False,False,True,False,False,False
0.785,2288.5,739.045,6.225,117.98,1.32,640.45,77.5,15.65,18.25,0.51,122.435,19.3,10.85,234.9,1.815,48.0,4.5,14.0,3.0,0.245,451.5,194.455,3.525,91.0,0.14,62.85,32.5,5.65,4.85,0.39,114.565,18.4,0.15,55.9,0.205,35.0,1.5,1.0,0.0,False,False,False,False,False,False,True,False,False,False
1.525,1793.75,862.14,12.115,161.935,1.335,949.25,259.02,17.97,50.6,0.135,158.725,24.4,10.06,172.665,2.6,66.0,5.5,14.0,2.0,0.675,1336.25,475.44,7.185,35.035,0.005,59.15,36.28,7.77,36.4,0.005,158.275,24.4,2.3,151.765,0.06,13.0,0.5,3.0,1.0,False,False,False,False,False,False,True,False,False,False
1.48,1036.25,420.2,2.73,66.92,1.28,764.3,177.55,19.42,66.5,1.86,42.575,5.85,5.38,84.0,1.82,28.0,3.5,9.0,1.0,0.72,578.75,33.5,2.2,59.98,0.05,244.1,117.75,6.32,20.5,1.72,42.125,5.85,2.38,63.1,0.84,25.0,1.5,8.0,0.0,False,False,False,False,False,False,True,False,False,False
1.33,872.595,548.4,1.985,51.81,1.32,931.7,-13.45,23.85,401.25,0.61,1.9,2.5,4.21,70.155,2.195,23.0,3.5,9.0,2.0,0.07,782.405,493.6,0.555,35.81,0.59,382.2,154.55,9.85,378.75,0.31,1.63,2.5,3.99,66.745,1.245,15.0,1.5,7.0,0.0,False,False,False,False,False,False,True,False,False,False
0.69,2169.0,603.415,6.3,95.74,1.33,706.25,65.0,15.015,15.35,0.29,32.45,2.2,12.71,162.015,1.93,41.0,4.5,14.0,3.0,0.07,309.0,300.495,0.39,26.02,0.07,127.45,36.0,3.215,4.35,0.08,8.15,0.4,7.12,94.045,0.12,10.0,0.5,1.0,0.0,False,False,False,False,False,False,True,False,False,False
0.735,2368.0,704.515,7.0,120.235,1.405,771.15,111.0,17.265,16.5,0.22,45.45,5.65,13.515,179.17,2.005,50.5,5.0,14.5,3.5,0.025,508.0,199.395,0.31,1.525,0.005,62.55,10.0,0.965,5.5,0.01,21.15,3.05,6.315,111.2,0.045,0.5,0.0,0.5,0.5,False,False,False,False,False,False,True,False,False,False
0.54,3195.0,1548.25,4.405,38.96,1.2,613.8,47.5,9.39,15.75,0.695,133.85,20.85,16.75,368.75,1.62,18.0,3.5,9.0,4.0,0.0,455.0,614.75,1.705,11.98,0.02,36.2,2.5,0.61,7.35,0.205,103.15,16.85,6.05,77.95,0.01,5.0,0.5,4.0,1.0,False,False,False,False,False,False,True,False,False,False
0.2,2414.0,1341.15,2.08,20.89,0.94,906.15,49.35,10.8,65.85,0.9,13.615,0.0,11.615,260.1,2.115,10.0,2.5,14.0,4.0,0.03,1861.0,1023.85,0.26,10.08,0.12,105.55,22.35,6.2,61.15,0.13,13.385,0.0,10.985,247.7,0.075,5.0,0.5,1.0,1.0,False,False,False,False,False,False,True,False,False,False
1.49,743.925,318.475,2.045,51.445,1.34,817.85,188.65,24.65,35.5,0.73,70.56,10.05,3.945,56.365,1.945,23.0,3.5,9.0,1.0,0.47,412.075,52.525,1.075,28.455,0.2,322.05,135.95,0.95,35.5,0.5,70.44,10.05,1.345,41.645,1.015,12.0,0.5,8.0,0.0,False,False,False,False,False,False,True,False,False,False
1.08,1642.0,661.685,8.795,167.4,1.415,792.35,150.075,19.335,23.8,0.165,18.825,2.4,11.13,114.265,2.215,67.0,5.5,15.0,3.0,0.11,381.0,61.035,2.555,39.8,0.055,76.85,40.075,1.165,5.0,0.035,16.475,2.4,6.36,63.635,0.115,15.0,0.5,1.0,1.0,False,False,False,False,False,False,True,False,False,False
0.405,3141.5,1805.15,9.235,105.96,1.2,886.35,65.85,13.95,66.65,0.455,28.865,4.05,18.315,374.7,1.845,44.0,4.5,10.0,5.0,0.235,2588.5,1487.85,7.415,74.99,0.14,125.35,5.85,3.05,60.35,0.315,28.635,4.05,17.685,362.3,0.345,29.0,1.5,5.0,0.0,False,False,False,False,False,False,False,True,False,False
1.45,1756.09,743.585,5.215,90.225,1.31,893.05,199.4,19.645,0.0,0.335,8.955,1.0,5.455,150.1,2.145,39.0,4.5,10.0,2.0,0.36,1516.91,571.415,2.005,54.775,0.32,358.05,149.4,2.745,0.0,0.145,8.945,1.0,2.245,139.9,1.015,22.0,1.5,7.0,1.0,False,False,False,False,False,False,False,True,False,False
1.015,2298.5,1398.5,5.05,101.29,1.665,580.9,-53.0,22.45,15.95,0.41,105.35,16.2,9.795,192.335,1.11,43.0,5.0,2.5,2.5,0.015,541.5,286.5,3.5,61.21,0.075,8.9,103.0,3.45,6.35,0.24,94.65,15.1,1.265,37.665,0.11,23.0,1.0,0.5,0.5,False,False,False,False,False,False,False,True,False,False
1.035,1768.0,1219.5,4.86,161.7,1.66,573.0,50.0,22.37,12.55,0.175,24.1,2.4,9.395,159.815,1.135,66.0,6.0,3.0,3.0,0.045,299.0,127.5,2.11,11.34,0.04,30.0,0.0,2.42,12.55,0.025,10.8,1.3,1.695,31.815,0.035,4.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False
1.02,2062.0,1059.0,4.885,93.96,1.56,538.4,51.35,21.2,40.4,0.7,78.6,10.6,9.875,174.525,1.08,39.0,4.5,2.0,2.0,0.0,906.0,688.0,3.915,70.97,0.02,42.6,1.35,2.5,30.6,0.53,62.4,9.5,7.275,76.515,0.15,28.0,1.5,1.0,1.0,False,False,False,False,False,False,False,True,False,False
0.5,2714.0,1410.65,7.565,104.73,1.25,826.85,35.85,15.3,66.45,0.455,11.615,1.7,11.195,336.735,1.745,43.5,4.5,9.5,4.5,0.33,2161.0,1093.35,5.745,73.76,0.19,184.85,35.85,1.7,60.55,0.315,11.385,1.7,10.565,324.335,0.445,28.5,1.5,5.5,0.5,False,False,False,False,False,False,False,True,False,False
0.755,2362.0,1133.85,1.76,25.95,1.335,575.6,38.95,14.05,28.0,2.075,50.25,6.6,9.555,225.95,1.17,12.0,3.0,2.0,2.0,0.005,747.0,680.15,1.23,19.01,0.105,55.4,20.85,0.95,18.0,1.505,34.45,5.1,6.555,78.85,0.19,9.0,1.0,1.0,1.0,False,False,False,False,False,False,False,True,False,False
1.24,1062.0,497.135,4.5,99.15,1.8,641.05,22.745,40.135,65.1,0.315,75.95,11.1,4.735,91.52,1.22,42.5,5.0,6.5,1.5,0.5,118.0,195.595,2.63,33.76,0.55,265.35,22.745,30.935,34.9,0.075,40.05,5.8,2.645,23.78,0.43,12.5,1.0,5.5,0.5,False,False,False,False,False,False,False,True,False,False
1.23,1593.17,938.575,2.12,29.485,1.095,1016.65,5.55,16.15,125.0,0.805,7.915,0.75,8.235,153.795,2.2,14.0,3.0,9.0,3.0,0.48,1515.83,875.425,0.87,15.475,0.345,385.65,12.55,1.15,115.0,0.235,7.885,0.75,7.875,151.005,0.84,7.0,1.0,6.0,0.0,False,False,False,False,False,False,False,True,False,False
0.785,2255.0,1129.79,10.52,110.635,1.35,813.9,-3.63,12.085,19.5,0.575,236.5,35.6,10.655,226.015,1.925,45.5,4.5,6.5,2.5,0.065,875.0,207.79,8.78,86.335,0.01,76.2,226.37,1.885,5.3,0.445,80.5,13.2,1.705,98.415,0.615,33.5,1.5,4.5,0.5,False,False,False,False,False,False,False,True,False,False
1.39,750.09,447.445,4.725,81.525,1.175,1060.15,269.475,18.7,9.4,0.34,1.18,0.0,10.35,30.415,2.63,34.5,4.0,16.5,2.5,0.42,510.91,275.275,1.515,46.075,0.185,190.95,79.325,1.8,9.4,0.14,1.17,0.0,7.14,20.215,0.53,17.5,1.0,0.5,1.5,False,False,False,False,False,False,False,True,False,False
0.73,1280.0,807.365,4.435,44.845,1.305,822.05,-115.0,11.585,27.5,0.705,136.0,19.65,8.165,121.45,1.48,21.0,3.5,7.0,2.0,0.01,100.0,114.635,2.695,20.545,0.055,84.35,115.0,2.385,2.7,0.315,20.0,2.75,0.785,6.15,0.17,9.0,0.5,5.0,0.0,False,False,False,False,False,False,False,True,False,False
1.28,1603.67,700.365,10.275,105.49,1.045,1146.2,107.87,13.75,127.1,0.585,158.515,24.4,6.36,163.61,2.79,43.0,4.0,13.0,3.0,0.43,1526.33,637.215,9.025,91.48,0.295,256.1,114.87,3.55,112.9,0.455,158.485,24.4,6.0,160.82,0.25,36.0,2.0,2.0,0.0,False,False,False,False,False,False,False,True,False,False
0.695,2857.5,1247.9,10.99,101.01,1.265,695.1,132.55,11.1,27.4,1.855,78.15,10.55,11.33,328.775,1.63,40.5,4.0,5.5,2.5,0.065,1242.5,794.2,10.46,94.07,0.035,174.9,72.75,2.0,18.6,1.725,6.55,1.15,8.33,181.675,0.65,37.5,2.0,4.5,1.5,False,False,False,False,False,False,False,True,False,False
0.45,3140.0,2258.865,4.695,38.7,1.01,996.4,61.15,6.89,15.6,0.55,58.85,8.485,56.19,415.15,2.1,18.0,3.0,13.0,3.0,0.29,1960.0,1566.135,2.435,26.69,0.24,90.0,61.15,2.31,14.6,0.16,57.15,8.415,48.81,299.85,0.45,12.0,1.0,1.0,1.0,False,False,False,False,False,False,False,True,False,False
1.245,1681.595,684.9,4.325,80.5,1.18,924.45,95.55,18.195,390.0,0.555,9.085,1.0,3.96,146.705,2.285,34.5,4.0,9.5,2.5,0.155,1591.405,630.1,2.895,64.5,0.45,389.45,45.55,4.195,390.0,0.365,8.815,1.0,3.74,143.295,1.155,26.5,2.0,6.5,0.5,False,False,False,False,False,False,False,True,False,False
1.34,855.925,593.975,2.43,52.1,1.25,938.8,47.3,19.785,12.4,0.625,78.06,11.2,7.12,71.16,2.135,23.5,3.5,9.5,1.5,0.62,524.075,328.025,0.69,27.8,0.11,201.1,277.3,5.815,12.4,0.395,77.94,11.2,1.83,56.44,0.825,11.5,0.5,7.5,0.5,False,False,False,False,False,False,False,True,False,False
1.055,3429.0,2015.9,10.08,111.475,1.665,594.4,54.18,27.495,43.25,0.445,138.25,17.3,18.865,249.74,1.59,46.5,5.0,3.5,3.5,0.455,2396.0,1679.1,9.22,72.375,0.365,175.6,5.82,17.965,38.75,0.315,35.75,0.9,16.535,172.84,0.77,27.5,1.0,2.5,2.5,False,False,False,False,False,False,False,True,False,False
0.675,2659.0,829.76,7.435,66.59,1.215,662.1,73.65,9.45,18.1,0.38,220.8,31.25,9.365,278.28,1.855,30.0,4.0,12.0,2.5,0.055,181.0,526.84,1.525,3.13,0.045,83.3,44.65,2.35,1.6,0.01,180.2,29.45,3.775,22.22,0.045,1.0,0.0,1.0,0.5,False,False,False,False,False,False,False,True,False,False
